GEOID,intersects_leveedarea
06037194102,0
06037195803,0
06037102105,0
06037104124,0
06037104821,0
06037106408,0
06019004406,0
06019004503,0
06019004504,0
06019004505,0
06099001002,0
06037115104,0
06037119201,0
06037125501,0
06037800204,0
06037571703,1
06037901209,0
06067002500,1
06099002602,0
06099002604,0
06099002605,0
06099002701,0
06099003803,0
06099003904,0
06059089001,1
06037134422,0
06037134520,0
06059099241,1
06059099242,1
06059099405,1
06059099407,1
06059099408,1
06059099410,1
06059099411,1
06059099412,1
06059110201,0
06059110117,1
06059074601,0
06059075100,1
06059075201,1
06059075202,1
06067003900,1
06065045128,1
06065045613,1
06065045127,1
06065049101,0
06065045614,1
06065043824,0
06065043524,1
06065050901,0
06065049002,0
06065043521,0
06065043522,1
06065046502,0
06065050902,0
06065043523,1
06065042629,0
06065049001,0
06065042522,0
06065042523,0
06065031504,0
06065031503,0
06065040304,1
06065040305,0
06065040622,0
06065040618,0
06065044406,0
06065043519,0
06065042625,1
06065030605,0
06065050503,0
06065051302,1
06065051301,1
06067004005,1
06037134901,0
06059075301,1
06059075302,1
06067005402,1
06067005403,1
06067005404,1
06089011402,0
06019004216,0
06019005804,0
06019001411,0
06019001412,0
06019002904,0
06019001409,0
06019002905,0
06037621104,0
06037621204,0
06037621324,0
06037621326,0
06037650004,0
06037650401,0
06037650901,0
06037570402,1
06037570602,1
06037570603,1
06037570701,0
06073016504,0
06073007905,0
06073007910,0
06073014902,0
06073000201,0
06073002711,0
06037552302,0
06037553503,0
06037571704,1
06037573003,1
06037920044,0
06037990200,0
06037570800,1
06037570901,1
06037570902,1
06037571000,1
06037571101,1
06037651302,0
06089012102,0
06089010803,0
06089011401,0
06089011801,0
06019003808,0
06037262706,0
06037980006,1
06037604002,0
06037701304,0
06037101122,0
06037104404,0
06037104703,1
06037104704,0
06037106405,0
06037106407,0
06037670413,0
06019004801,0
06019004902,0
06019003301,0
06019002906,0
06073003304,0
06073007908,0
06073014806,0
06073008363,0
06037106648,0
06037109603,0
06037109604,0
06037111206,0
06037113101,0
06037278001,0
06037104403,0
06037501803,0
06037501804,0
06073008364,0
06089011702,0
06089012101,0
06089011209,0
06037502003,0
06037502004,0
06037404201,0
06037404504,0
06037405301,1
06037405302,0
06019005204,0
06019004802,0
06019003702,0
06019003807,0
06019003809,0
06019003810,0
06073008366,0
06073009511,0
06037117101,0
06037117201,0
06037117407,0
06037117408,0
06037119342,0
06037120103,0
06037700102,0
06037920118,0
06037402406,0
06047000301,0
06077005129,1
06077005307,0
06077002201,1
06077002202,1
06077003410,1
06037408006,0
06037430003,1
06037430301,0
06037274202,1
06047000505,0
06047000901,1
06047000503,1
06047000303,1
06047001502,0
06077003407,1
06071000826,0
06071000824,0
06071000818,0
06071000904,0
06071001104,0
06071000823,0
06037113102,0
06037115404,0
06037117202,0
06037119001,1
06037119202,0
06037121801,0
06037121802,0
06037123901,0
06037125402,0
06037480304,0
06037533002,0
06037536103,1
06037543322,1
06037543400,1
06037543501,0
06037543502,0
06071004507,1
06071004509,1
06071000503,0
06071007110,1
06067007426,0
06067007427,0
06067007429,0
06037502801,1
06037503105,1
06037503106,0
06037301801,0
06037301802,0
06037302004,0
06037302401,0
06037302503,0
06037302504,0
06037120104,0
06037120107,0
06037120108,0
06047002301,0
06047001901,1
06047001902,1
06047000601,0
06047001503,0
06067007430,0
06067007431,0
06067007432,0
06033000300,1
06033000801,0
06115040301,1
06037121101,0
06037121221,0
06037121222,0
06037124103,0
06037124105,0
06037124203,0
06037124903,0
06037127604,0
06037127606,0
06037127712,0
06037131701,0
06037134521,0
06037135113,0
06037137103,0
06037408136,0
06037571300,1
06037571400,0
06037571502,1
06037571600,1
06037571701,1
06037571800,1
06071001002,0
06071000208,0
06071000205,0
06071001001,0
06071000207,0
06071001504,0
06037408138,0
06037408139,0
06037408724,0
06037980020,0
06075020402,0
06037571900,0
06037572001,0
06037670001,0
06037670002,0
06037670003,0
06071006204,1
06071006203,1
06071006601,0
06067008505,0
06067008507,0
06075980900,0
06013336202,0
06037542104,1
06037552301,0
06067008704,0
06067009010,0
06067009329,0
06067009331,0
06037573004,1
06037576904,0
06037208302,0
06037208401,0
06037208402,0
06037208502,0
06037208801,0
06037209103,0
06037209104,0
06037310201,0
06037310202,0
06037310501,0
06037310601,0
06037533803,1
06037533804,1
06037533901,1
06115040302,1
06011000200,1
06011000500,1
06011000100,1
06011000400,1
06037310602,0
06037320201,0
06037320202,0
06037120105,0
06037139401,0
06037543905,1
06037544001,1
06037544002,1
06037550201,0
06037533902,1
06037534001,1
06067009201,1
06067007106,1
06067008703,0
06067005509,1
06067008508,0
06067009328,0
06067003204,1
06067009332,0
06067009634,1
06101050702,1
06101050403,1
06037550202,0
06037550601,1
06037550602,1
06037550901,1
06037980024,1
06019000300,0
06071001312,1
06071002206,1
06071000604,0
06071000501,0
06071007306,0
06037980026,0
06013355115,0
06013351103,0
06013351101,0
06037211201,0
06037212502,0
06037212702,0
06037543503,0
06037543601,0
06071007604,1
06071007410,1
06071007409,1
06037214501,0
06037215101,0
06037216401,0
06037216402,0
06037217001,0
06037218701,0
06037218702,0
06037219902,0
06037221304,0
06037221401,0
06037122122,0
06037127805,0
06037183103,0
06037183104,0
06037543603,0
06037543703,0
06037543801,1
06065043262,0
06065040101,1
06037186301,0
06037531503,0
06037531504,0
06037550902,1
06037551101,1
06037551102,1
06037551402,1
06037551501,1
06071000403,0
06071000815,0
06071000817,0
06037551502,1
06037552001,0
06037552002,0
06013365003,0
06013339001,0
06013345111,0
06013345114,0
06013345116,0
06037572201,1
06037572202,1
06037572301,1
06037572600,1
06037572700,1
06037573201,1
06037573300,0
06037670202,0
06041120002,1
06041112204,1
06041104103,1
06041108202,0
06041130204,0
06041130203,0
06041105001,1
06041105002,1
06041111002,0
06041108201,0
06041111001,0
06041112203,1
06041120001,1
06041104104,0
06071000606,0
06071000813,0
06071000603,0
06071007903,1
06071008710,0
06013359105,1
06037980010,0
06037980013,0
06037980014,1
06037222002,0
06037226001,0
06037226002,0
06037221402,0
06037400207,1
06037670406,0
06037670407,0
06071008709,0
06037402001,0
06037402002,0
06037402303,0
06037207101,0
06037207102,0
06037207502,0
06037211703,0
06037212701,0
06037533806,1
06037535002,0
06099002401,0
06099003804,0
06037651304,0
06037651402,0
06037670326,0
06037670328,0
06037670416,0
06037534002,1
06037534101,1
06037534202,1
06071002014,1
06071000819,0
06071000820,0
06071000203,0
06069000602,0
06049000300,1
06049000200,1
06049000100,1
06049000400,0
06069000601,0
06071001707,0
06071001706,0
06071002011,0
06071000814,0
06071000816,0
06109985202,0
06071009906,0
06071009911,0
06071009910,0
06065040405,0
06065042012,0
06071004004,1
06071000901,0
06071002016,0
06071002027,0
06071002103,1
06071009908,0
06071009912,0
06071001311,1
06071011204,0
06037573401,0
06037573402,0
06037573403,0
06037573700,1
06037621301,0
06037621400,0
06037650001,0
06037650101,0
06037650102,0
06037650200,0
06071002109,0
06071002028,0
06071001308,0
06071001309,0
06071008601,1
06071007603,1
06071002801,0
06071000903,0
06071001901,0
06001438204,1
06001440336,1
06037534301,1
06037534302,1
06037534203,1
06037534404,1
06037534405,1
06059087200,1
06059087401,1
06059087405,1
06067004012,1
06067004100,1
06067004202,1
06067004203,1
06065044524,0
06065045618,1
06065045235,0
06065049102,0
06065045611,1
06065042632,0
06065042631,0
06065044933,1
06065044934,1
06065941002,1
06065941001,1
06065045126,1
06067004401,1
06111002102,1
06111002200,1
06111002400,1
06111002500,0
06067004006,1
06067005502,1
06099001200,0
06099001500,0
06099001601,0
06099001603,1
06099001700,0
06099001300,0
06067005601,1
06067004402,1
06065042018,0
06067004602,1
06067004801,1
06065030604,0
06065041414,0
06065042630,0
06065043203,0
06065043518,0
06065043208,0
06065043202,0
06065042907,0
06065049702,0
06065050501,0
06065043205,0
06099001400,0
06099001800,0
06099001900,0
06099002002,0
06099002702,0
06099002802,1
06059099417,1
06059099504,0
06067004802,1
06065042752,0
06067004904,1
06067005201,1
06065043295,0
06065043204,0
06065043296,0
06065042750,0
06065051401,0
06065042748,0
06065045234,1
06065045129,0
06065042749,0
06065049701,0
06065050702,0
06065050401,0
06037135102,0
06037135111,0
06099003909,0
06099003905,0
06059110006,1
06059110008,1
06059110010,1
06059110011,0
06067005202,1
06099003906,0
06099003907,0
06099000506,0
06075025200,0
06075025300,0
06075025402,0
06067005605,1
06037910404,0
06037910602,0
06075025600,0
06067005702,1
06067005606,1
06067005701,0
06067005801,0
06067002900,1
06065041914,0
06067003101,1
06065050402,0
06065050701,0
06065042751,0
06065050502,0
06065050302,0
06065043210,0
06065043209,0
06065050301,0
06065049501,1
06065046501,0
06065041601,0
06065049502,1
06065045708,0
06065045619,1
06065045616,1
06065045612,1
06065045610,1
06065045617,1
06065044523,1
06065045615,1
06065045306,1
06065045305,1
06065051402,0
06065045709,0
06059074701,1
06059074702,1
06067002800,1
06067003102,1
06065040619,0
06065040617,0
06065040620,0
06065040621,0
06065042906,0
06065041915,0
06065047902,0
06065042905,0
06065042908,0
06065043201,0
06071012300,1
06071007104,0
06059074602,0
06059074802,1
06059075303,1
06059075401,1
06059075403,0
06059075404,0
06065042214,0
06037135202,0
06065042004,0
06065046403,0
06065042206,0
06065040302,0
06065042003,0
06065041806,0
06065042213,0
06037910707,0
06059087503,1
06065041909,0
06065043005,0
06065042207,0
06065042008,0
06067005002,1
06067004906,1
06067005101,1
06111007403,0
06111007201,0
06111007505,0
06111007507,0
06059087504,1
06059087601,1
06059087602,1
06059087701,1
06059087703,1
06059089003,1
06059089004,1
06099002004,0
06059089102,1
06059089104,1
06059089105,1
06065041703,0
06065041500,1
06065044807,1
06065046401,0
06065042401,0
06065043802,0
06065042208,0
06065030603,0
06065041904,1
06065043701,1
06065046405,0
06065043509,1
06065042521,0
06067002200,1
06099002100,0
06075025800,0
06059099508,1
06059099509,0
06059099506,0
06065042412,0
06065042005,0
06065045900,1
06065040902,0
06065044507,1
06065043809,0
06067004008,1
06067004011,1
06099002803,0
06075025900,0
06075026002,0
06075026004,0
06075020500,0
06075061000,0
06037533402,1
06037533501,1
06037576503,0
06059110012,1
06059110014,1
06059110202,1
06067003400,1
06067003300,1
06067003502,1
06065046402,0
06065030200,1
06065040201,1
06065044300,1
06065042209,0
06065040701,0
06065040606,0
06065031701,0
06065044904,1
06059110304,1
06059110401,1
06059110402,0
06065043222,0
06065043001,0
06065030602,0
06065042509,0
06065041003,0
06065041004,0
06065042009,0
06065040502,0
06059075405,0
06059075505,0
06059075506,0
06059075507,0
06059075513,0
06059075514,0
06067003700,1
06067003800,1
06037920015,0
06111007508,0
06059076201,1
06059087704,1
06065043298,0
06065043319,0
06065043292,0
06065043297,0
06065043294,0
06065043293,0
06065042802,0
06065041415,0
06065047901,0
06065043207,0
06065042747,0
06065043318,0
06065042801,0
06065041413,0
06065044407,0
06065043520,0
06065042628,0
06065042746,0
06065042626,1
06065042627,0
06065041602,0
06065042015,0
06065042016,0
06065042017,0
06037920016,0
06037920017,1
06037920018,0
06059087801,1
06067002100,1
06059099202,1
06059099203,1
06037134710,0
06099002901,1
06075026100,0
06059074003,1
06059099243,1
06059099244,1
06059099510,1
06059110203,0
06059110301,1
06059110302,0
06059110500,1
06059110603,1
06059110604,0
06059110605,0
06015000202,1
06059001201,0
06059063500,1
06059063601,1
06059063603,1
06015000101,0
06015000203,1
06015000201,0
06015000102,0
06111002600,0
06059075603,0
06059075606,0
06059076202,1
06059076204,1
06059076205,0
06037700901,0
06037700902,0
06037701000,0
06037701201,0
06037701202,0
06059087803,1
06059087805,1
06059087806,1
06059087802,1
06059099204,1
06037702400,0
06037900602,0
06059099212,1
06059099214,1
06059099245,1
06099003002,0
06113010508,0
06059099511,1
06037134302,0
06037134303,0
06037134304,0
06037134421,0
06099003100,1
06059110102,1
06055200900,1
06055201300,1
06059062639,0
06059110607,0
06059062637,0
06059074801,1
06059075809,0
06059110606,0
06055202000,0
06055201800,0
06075060400,0
06059063605,0
06059063701,0
06059063702,0
06059063802,0
06111004400,0
06111007607,1
06111005906,0
06111001204,0
06111008402,0
06111008304,0
06111007800,1
06111006301,0
06027000200,0
06027000500,0
06027000100,0
06027000400,0
06067007206,1
06067007207,0
06067005803,1
06067005804,1
06077004204,0
06077004302,0
06077004305,0
06077004402,0
06077005003,1
06059076206,0
06067007204,1
06067007209,0
06067007402,0
06067007403,0
06067007208,1
06059088001,1
06059088002,1
06067007413,0
06067007414,0
06067007416,0
06059099215,1
06059099216,1
06059099217,1
06059099220,1
06059099222,1
06037920029,1
06037920031,1
06059099512,1
06067007417,0
06037701302,0
06037701501,0
06037701502,0
06037701601,0
06037701602,0
06037701701,0
06107001501,0
06059099513,0
06059099514,1
06059099601,1
06059099602,1
06037702501,0
06037702502,1
06037702600,1
06037702700,1
06037702802,1
06059110303,0
06037702803,1
06075026301,0
06075026302,0
06059063803,1
06059063805,1
06055200201,0
06037900606,0
06059063807,1
06059074300,0
06059074403,0
06055200202,1
06055200203,1
06055200501,0
06059076208,0
06059086301,1
06059086304,1
06059086305,1
06059086306,1
06077005001,1
06059088101,1
06059088104,1
06059088105,1
06059088106,1
06055200503,1
06075020401,0
06059099225,1
06061021123,0
06067007422,0
06087101200,0
06059099223,1
06059099224,1
06061022014,0
06061022011,0
06061022013,0
06061020402,0
06061020502,0
06061021204,0
06061021604,0
06061020714,0
06061021603,0
06061021122,0
06061020710,1
06061021043,0
06067005901,1
06067006002,0
06067006003,0
06067006101,0
06067006102,0
06037401901,0
06037401902,0
06071004604,1
06071010804,0
06071012001,0
06071010417,0
06037430302,0
06101050202,1
06101050301,1
06037430400,0
06101050302,1
06101050501,1
06073017039,0
06073017040,0
06099002504,0
06099002503,0
06099002006,0
06099002005,0
06099003805,0
06099004000,1
06037400206,1
06113010102,1
06113011102,0
06113010501,1
06113010505,1
06113011500,0
06073017043,0
06025011202,0
06037291110,0
06037291130,0
06037291210,0
06037291220,0
06037291300,0
06019005406,0
06019005407,0
06019005605,0
06037402101,0
06019005606,0
06019005701,0
06019005702,0
06019005703,0
06037403407,0
06101050503,1
06101050504,1
06101050604,1
06025010500,0
06025010700,0
06025011400,0
06037430600,0
06073017501,0
06073017502,0
06073017603,0
06073017701,0
06073017702,0
06071001803,1
06037293302,0
06037293304,0
06037294110,0
06037294120,0
06037294200,0
06037294410,0
06037293301,0
06019005509,0
06019005508,0
06019005704,0
06019005801,0
06019005802,0
06047000202,0
06047000201,0
06047000401,1
06047002401,1
06047002100,0
06019006700,0
06043000102,0
06043000101,0
06043000301,0
06043000302,0
06071001703,0
06037402102,0
06037402301,0
06073017808,0
06073017811,0
06037294620,0
06037294510,0
06037294820,0
06037294900,0
06037296210,0
06037296300,0
06037294610,0
06037460200,0
06037460301,0
06037460302,0
06033000501,0
06037400602,1
06037275311,1
06037275400,0
06071001400,0
06073018000,0
06037296500,0
06037297120,0
06037297300,0
06037297400,0
06073008365,0
06073014805,0
06037407001,0
06037407002,1
06037407102,0
06037407301,0
06059075504,0
06037430701,0
06085508403,0
06073010011,0
06073018400,0
06073018509,0
06113011400,1
06073018512,1
06073018515,0
06037403408,0
06037407400,0
06037407701,0
06037407702,0
06037430721,0
06037430803,0
06037431002,0
06037460502,0
06075017602,0
06075061503,0
06075060703,0
06075061402,0
06075061502,0
06075017903,0
06075045201,0
06075035102,0
06029003305,0
06029005203,1
06029005508,0
06029006006,0
06029006303,0
06029006500,0
06071000103,0
06071000105,0
06025012400,1
06025010200,0
06025010300,0
06025011100,0
06025010800,0
06025012301,0
06025010900,0
06025940000,1
06037480804,0
06037480903,0
06037481002,0
06037481101,0
06037481102,0
06037481103,0
06037481201,0
06037481300,0
06075033100,0
06075033201,0
06075035201,0
06075035300,0
06075035400,0
06075040100,0
06075040200,0
06075042700,0
06075042800,0
06075047600,0
06037601900,0
06037534501,1
06037232120,0
06019002000,0
06019002100,0
06037502100,0
06037502200,1
06037502401,1
06037502402,1
06037481604,0
06037481712,0
06037481713,0
06037481714,0
06037481800,0
06037481901,0
06019004506,0
06019004601,0
06019004602,0
06081601902,0
06081990100,0
06083000301,0
06083001306,0
06083001706,0
06033000100,1
06013324003,0
06013313107,0
06013351105,0
06001441927,1
06013980000,0
06013351104,0
06013346205,0
06013336104,0
06013345118,0
06013339004,0
06013303105,0
06013313104,0
06037132700,0
06037132900,0
06037133000,0
06037134103,0
06037134104,0
06037134201,0
06059110015,1
06039000106,0
06039000109,0
06039000201,0
06039000604,0
06013313203,0
06059021812,1
06059021905,1
06059089106,1
06059021916,0
06059021825,0
06059001708,0
06059062634,0
06059042325,0
06059042113,0
06059021918,0
06059021816,1
06059001704,0
06059110118,1
06059062633,0
06059062630,0
06059052513,0
06039000603,0
06013355107,0
06013345115,0
06071011404,0
06001404101,0
06001405302,0
06059042315,0
06059075813,0
06059099311,1
06059086303,1
06059021921,0
06059001902,1
06059063004,0
06059062626,0
06059042339,0
06059042336,0
06059042319,1
06059074407,0
06059032044,0
06059042206,0
06059042112,0
06059021923,0
06059021920,0
06059021822,0
06001405600,0
06001406400,0
06059032041,0
06059075814,0
06059099416,1
06059001505,0
06059011714,1
06059042311,0
06059042329,0
06059063007,0
06059052422,0
06059032033,0
06059042201,0
06059052522,0
06059052410,0
06059021917,0
06059075703,0
06059075512,0
06059052419,0
06059052421,0
06059032049,0
06059032053,0
06001405700,0
06001405800,0
06085511608,0
06059075702,0
06059074805,1
06059042317,0
06059062647,0
06059052411,0
06059021913,0
06059075604,0
06059042111,0
06059021924,1
06059099603,1
06059099406,1
06059087403,1
06001444301,1
06059062900,0
06059062619,0
06059062620,0
06059074110,1
06059062610,1
06059042203,0
06019004404,0
06059110113,1
06059087902,1
06059021912,0
06059099415,1
06059021915,0
06059021820,1
06059001602,0
06059062643,0
06059042320,0
06037141303,0
06037186202,0
06037188202,0
06037189905,0
06001404700,0
06001404800,0
06001405200,0
06001405500,0
06001450750,0
06001451403,0
06019004405,0
06037602504,0
06037241002,0
06037262604,0
06037262802,0
06037267403,0
06019005301,0
06019005302,0
06019005304,0
06019005305,0
06001405100,0
06001404900,0
06037980003,0
06037980007,1
06037980009,1
06037296901,0
06037123902,0
06037134522,0
06037192001,0
06037211122,0
06037104822,0
06059063808,0
06059062645,0
06059088702,1
06019004704,0
06075017700,0
06075023400,0
06075025100,0
06075047701,0
06075060100,0
06019003001,0
06019003102,0
06079010707,0
06079010403,0
06085503710,1
06085503711,1
06075047902,0
06073016607,0
06079012505,0
06019005410,0
06079010603,0
06079011704,0
06019005906,0
06079011001,0
06079990000,0
06019006201,0
06037481500,0
06019005000,0
06019005100,0
06085503332,0
06085503330,0
06085504423,0
06085511707,0
06085511704,0
06085511609,0
06085512510,1
06085512509,1
06085512310,0
06085503331,0
06085510600,0
06085511705,0
06085513000,0
06089010804,0
06089011002,0
06089011703,0
06089012604,0
06089010601,0
06089010602,0
06089010805,0
06089011403,0
06029006301,0
06029004302,0
06037481902,0
06037482001,0
06037576601,0
06037294830,0
06037106603,0
06037482101,0
06037482102,0
06019001800,0
06037502500,1
06037502602,1
06111005908,0
06111005909,0
06111006000,0
06111008002,0
06111008004,0
06037134424,0
06111008101,0
06111008201,0
06111008202,0
06037500500,1
06037500700,1
06037500402,1
06037500800,1
06037500900,1
06085512053,0
06019005202,0
06019002200,0
06111008302,0
06111008303,1
06111008401,0
06111005305,1
06111005910,0
06019002300,0
06019002400,0
06001441200,1
06001441301,1
06001441302,1
06077003108,1
06077003111,1
06077003112,1
06077003203,1
06001440331,1
06001433900,0
06077003205,1
06001434000,0
06001435500,0
06001435800,0
06077003209,1
06077003210,1
06077003213,1
06077003214,1
06001435900,1
06001436000,1
06029005513,0
06029005405,0
06029003134,0
06029005407,0
06001436100,0
06001436200,0
06001436602,0
06001436700,0
06001436800,0
06075016900,0
06075017000,0
06113010511,0
06113010512,0
06001436900,0
06001437000,0
06001437200,0
06001437300,0
06001437400,0
06001437600,0
06077003306,1
06077003311,1
06077003403,1
06077003404,1
06077003405,1
06077003307,1
06077003310,1
06077003601,1
06013327002,1
06013346206,0
06013319001,0
06013302013,0
06013345206,0
06013302012,0
06013355308,0
06013355118,0
06013314105,0
06013319002,0
06013345117,0
06013303208,0
06013304007,1
06013303107,0
06013355201,0
06013313105,0
06013303209,0
06013303211,0
06013355310,0
06013355309,0
06013324004,0
06013355122,0
06013339003,0
06013336103,0
06013337201,0
06013355202,0
06013327001,1
06001437900,0
06001438100,0
06001438201,1
06001438400,1
06001437800,0
06113010513,0
06001440200,0
06001440304,1
06001432200,0
06001432300,0
06001440305,1
06001432700,0
06001432502,0
06001433103,0
06065041912,0
06081608013,1
06073017050,0
06037275500,1
06037462001,0
06037463601,0
06037920116,0
06037920119,0
06037920338,0
06013346204,0
06013346203,0
06013360101,0
06013355109,0
06013355113,0
06013334006,0
06013334200,0
06013355306,0
06013355112,0
06095252317,0
06095252316,0
06095253206,0
06095253205,0
06037221601,0
06037222001,0
06037237201,0
06037239201,0
06037239601,0
06037980019,0
06013304001,0
06013355111,0
06013360102,0
06013302007,0
06013302009,0
06085504700,1
06081611300,0
06081611500,0
06081611600,0
06095251400,0
06095251500,0
06095251600,0
06037920030,1
06071000304,0
06095251701,0
06095251702,0
06095251803,0
06095251804,0
06037271600,0
06037400209,1
06037577606,0
06037900901,0
06037900902,0
06037135116,0
06037137202,0
06037276606,0
06037269908,0
06037206303,0
06037267503,0
06037267406,0
06037206053,0
06037670417,0
06037670101,0
06037670418,0
06037980011,1
06037578000,1
06071003900,0
06065044505,0
06037571202,1
06037555107,1
06037480101,0
06037555105,1
06037650606,0
06037292002,0
06037570703,1
06037650801,0
06037461300,0
06037620703,0
06037620704,0
06037570503,1
06037570306,1
06037543203,1
06037620801,0
06037620802,0
06037604102,0
06037901300,0
06037570305,1
06037621005,0
06037570504,1
06037604101,0
06071002501,0
06037920028,0
06107002702,0
06107002701,0
06107000102,0
06107000303,0
06107000902,1
06107000304,0
06107000901,1
06107000801,1
06107000802,1
06107002402,0
06107002403,0
06107000101,0
06107001010,1
06107001009,1
06107001008,1
06107003202,0
06107001306,1
06107001011,1
06107002010,0
06107002401,0
06107003904,0
06107003401,0
06107003201,0
06107003302,0
06107000203,0
06107003601,0
06097153406,0
06097153710,0
06097152601,0
06097153709,0
06071002902,0
06037920035,1
06037670102,0
06037543704,0
06037543605,0
06037573101,1
06037573102,1
06037543705,0
06037577700,1
06037543607,0
06037141306,0
06037128704,0
06037301901,0
06037139506,0
06037650904,0
06037571201,1
06037293204,0
06037555106,1
06037603007,0
06037602202,0
06037275313,1
06037297501,0
06037297502,0
06037261104,0
06037543606,0
06037293206,0
06037650903,0
06037577900,1
06037543803,1
06037293203,0
06037910213,0
06037920038,1
06037115204,0
06037113324,0
06037113323,0
06037104823,0
06037111304,0
06037103202,0
06037101221,0
06037103402,0
06037910607,0
06037910717,0
06037910608,0
06037910718,0
06037911100,0
06037910405,0
06037910215,0
06037910212,0
06037901214,0
06037901014,0
06037901216,0
06037901012,0
06037900509,0
06037900611,0
06037900510,0
06037920041,0
06107003602,0
06107003700,0
06107003801,0
06037125102,0
06037920109,0
06037125404,0
06037460002,0
06037137203,0
06037125101,0
06037125403,0
06037125321,0
06037125322,0
06037310705,0
06037139505,0
06037133101,0
06037310704,0
06037133102,0
06037131024,0
06037135205,0
06037134801,0
06037134802,0
06037131802,0
06037300602,1
06037131022,0
06037113424,0
06037119802,0
06037293205,0
06037650802,0
06037571505,0
06037543804,0
06037292001,0
06037603902,0
06037541003,0
06037603008,0
06037603705,0
06037541402,0
06037503704,0
06037602602,0
06037551801,1
06037602511,0
06037536202,1
06037703200,0
06037800325,0
06103000500,0
06103000900,1
06103001000,1
06073008348,0
06073008349,0
06073008351,0
06073008352,0
06073008353,0
06083001001,0
06083001403,0
06083002410,0
06083002937,0
06083002935,0
06083001910,0
06083002406,0
06083002308,1
06083002503,1
06083002934,0
06083002407,0
06083002409,0
06083002310,1
06083002309,1
06083002405,0
06083002710,0
06083000805,0
06083001307,0
06083000806,0
06083002933,1
06083001308,0
06083001002,0
06083002936,0
06083000201,0
06083980300,0
06083001404,0
06083002307,1
06073015801,0
06073015901,0
06073015902,0
06037900607,0
06037900703,0
06037900705,0
06073016000,0
06081612500,0
06095251901,0
06095251903,0
06107003802,0
06107004102,0
06025011803,0
06025010600,0
06025011201,0
06025012302,1
06037920039,1
06071001200,0
06037920110,0
06099003300,1
06099002801,1
06099003603,1
06099001604,0
06097153301,0
06097151702,0
06097152602,0
06097151506,0
06097152402,0
06097151404,0
06097153711,0
06097154305,0
06097152803,0
06097152204,0
06097152804,0
06097150501,0
06097154306,0
06097152205,0
06097153905,0
06097151403,0
06097153712,0
06097153601,0
06097153810,0
06097153904,0
06097153811,0
06097151206,0
06099001100,0
06099000907,0
06099003400,1
06099002302,0
06099000908,0
06099000102,1
06099003908,0
06099000302,1
06099000501,1
06099002603,0
06099000101,1
06037900501,0
06037900504,0
06037800412,0
06037224702,0
06037403327,0
06037270102,0
06037271703,0
06037407802,0
06037269909,0
06037271704,0
06107001007,1
06107000204,0
06107001012,1
06107003301,0
06107004302,0
06107004402,0
06107004104,0
06107002011,0
06107001303,1
06073008355,0
06073008356,0
06073008357,0
06073008358,0
06073008359,0
06073016401,0
06073016100,0
06073016202,0
06073016301,0
06073016302,0
06037910301,0
06037910302,0
06071000804,0
06021010401,0
06081602100,0
06021010101,0
06021010402,0
06021010102,0
06081602400,0
06081602500,0
06037910401,0
06095252000,0
06095252103,0
06095252105,0
06095252106,0
06071009714,0
06071010009,0
06071010015,0
06071010021,0
06071010402,1
06071011500,1
06071011700,1
06115041102,0
06115041101,0
06063000100,0
06063000400,1
06063000300,0
06063000201,0
06063000202,0
06115041002,0
06115040702,1
06115040701,1
06115041001,1
06115040304,1
06115040202,1
06115040201,1
06115040305,1
06037920111,0
06037920112,1
06037920200,0
06037920313,0
06037920322,0
06027000300,0
06099000201,1
06099000301,1
06099000303,0
06099000304,0
06099000202,0
06099000403,0
06099000404,0
06099000503,0
06099000505,0
06099000601,0
06107001305,1
06107001706,0
06107001102,1
06107003504,0
06107003503,0
06107004103,0
06107003903,0
06107004401,0
06107001101,1
06107001304,1
06107004301,0
06107003402,0
06073003209,0
06073003211,0
06073003212,0
06073003213,0
06037206301,0
06037207901,0
06037264306,0
06037206202,0
06037267202,0
06037207712,0
06037207308,0
06037206052,0
06037206302,0
06037206201,0
06037402504,0
06037271803,0
06037216901,0
06037207305,0
06037265524,0
06037203601,0
06037207306,0
06037264304,0
06037530603,0
06037206054,0
06037267101,0
06037203602,0
06037270101,0
06037407202,0
06037226701,0
06037224701,0
06037800411,0
06037482404,1
06037482801,0
06037267201,0
06037267405,0
06037407901,0
06037207303,0
06037207902,0
06037267504,0
06037433803,1
06037407201,0
06037407502,0
06037264305,0
06037403409,0
06073008360,0
06073008502,0
06073008504,0
06073008505,0
06073016502,0
06073017104,0
06073017107,0
06081603700,0
06081612600,0
06081612700,0
06081612800,0
06095252107,0
06095252108,0
06095252306,0
06095252401,0
06037461200,0
06037503501,0
06037503104,0
06037601501,0
06037500204,0
06037482403,1
06037405702,0
06037431400,1
06037404503,0
06095252402,0
06095252501,0
06021010200,0
06021010501,0
06021010502,1
06021010300,1
06037920328,0
06037920329,0
06037920330,1
06037920334,0
06037141500,0
06037209201,0
06037264303,0
06037217102,0
06037265523,0
06037433903,1
06037216902,0
06037216202,0
06037265522,0
06037216302,0
06037406801,0
06037209105,0
06037406903,0
06037208001,0
06037406413,0
06037433505,0
06037216201,0
06037402601,0
06037265307,0
06037214505,0
06037199801,0
06037265702,0
06037265306,0
06037404806,1
06037214504,0
06037433103,1
06037402602,0
06037199802,0
06037208002,0
06037211124,0
06037199002,1
06037214903,0
06037214904,0
